OID_,STREETNAME,CLASS,ADMIN_TYPE,RT_NUMBER,ALTRTNUM1,ALTRTNUM2,ALTRTNUM3,ALTRTNUM4,ALTRT1TYPE,RDTYPE,ROUTE_ID,ROUTE_SYST,ROUTE_NUMB,ROUTE_DIRE,RD_SEG_ID,STREET_NAM,FM_ST_NAME,TO_ST_NAME,FACILITY,F_CLASS,URBAN_AREA,URBAN_TYPE,F_F_CLASS,JURISDICTN,NHS,FD_AID_RTE,FD_AID_RD,CONTROL,NUM_LANES,OPP_LANES,SURFACE_TP,SURFACE_WD,SHLDR_RT_W,SHLDR_RT_T,SHLDR_LT_W,SHLDR_LT_T,SHLDR_UL_W,SHLDR_UL_T,MED_WIDTH,MED_TYPE,CURB,LT_SIDEWLK,RT_SIDEWLK,OPERATION,SPEED_LIM,OP_DIR_SL,TRUCK,T_EXC_TYPE,T_EXC_TIME,TRK_NETWRK,TRUCK_RTE,ROW_WIDTH,STRUCT_CND,TERRAIN,TOLL_ROAD,MHS,MGIS_TOWN,CITY,COUNTY,HWY_DIST,MPO,RPA,RTA,MILE_COUNT,AADT,AADT_YEAR,AADT_DERIV,LENGTH_MI,LENGTH_FT,SHAPE_Leng,Shape_Length,shape_wkt
6963,NETHERLANDS,5,0, , , , , ,0,5,L129178 NB,L,129178,NB,0,NETHERLANDS,RIVERWAY,BROOKLINE TOWN LINE,1,0,09271,1,7,2,0, ,0,0,2,0,6,27.000000000000000,2.000000000000000,1,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0,5,0,1,0,0, ,1,1,0,0,40.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.043595920000000,230.186483729999992,70.160980561900004,0.000793765927978,"MULTILINESTRING ((-71.111428259999968 42.337195812000061, -71.111354057999961 42.337252354000043, -71.111157263999985 42.337371545000053, -71.110954076999974 42.337453008000068, -71.110713420999957 42.337526037000032))"
6964,RHOADES STREET,5,0, , , , , ,0,5,L183011 EB,L,183011,EB,0,RHOADES STREET,BLUE HILL AVENUE,MORTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.087593290000000,462.492581429999973,140.968020754999998,0.001688105557130,"MULTILINESTRING ((-71.092931635999946 42.285321877000058, -71.092623749999973 42.285267892000036, -71.091857973999936 42.285123937000037, -71.091269799999964 42.285025628000028))"
6965,FAIRVIEW STREET,5,0, , , , , ,0,5,L204347 NB,L,204347,NB,0,FAIRVIEW STREET,MENDUM STREET,SOUTH STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,40.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.090487460000000,477.773811589999980,145.625749022999997,0.001537795120633,"MULTILINESTRING ((-71.129182019999973 42.290040090000048, -71.128577148999966 42.290510231000042, -71.128063395999959 42.290930538000055, -71.128041417999953 42.29094851900004, -71.127982422999935 42.291001849000054))"
6966,BENNINGTON STREET,4,0, , , , , ,0,4,N1431 EB,N,1431,EB,44080,BENNINGTON STREET,CHELSEA STREET, ,1,5,09271,1,4,2,0,  69,3,0,2,0,6,35.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,8,2,30,30, ,1,1,0,0,51.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10622,2016,14,0.049097770000000,259.236244839999983,79.015365458199994,0.000911021622743,"MULTILINESTRING ((-71.027294498999936 42.37926096800004, -71.026446343999964 42.379593524000029))"
6967,WALNUT AVENUE,5,0, , , , , ,0,5,N3086 EB,N,3086,EB,47200,WALNUT AVENUE,SIGOURNEY STREET,WARREN STREET,1,6,09271,1,5,2,0,  42,3,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,29.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3932,2016,14,0.044653500000000,235.770498659999987,71.862991716300002,0.000668800975122,"MULTILINESTRING ((-71.097848056999965 42.311066957000037, -71.097832611999934 42.311260466000078, -71.097796161999952 42.311419016000059, -71.097745513999939 42.311545444000046, -71.097638113999949 42.311684617000026))"
6968,DRAPER STREET,5,0, , , , , ,0,5,L123007 NB,L,123007,NB,0,DRAPER STREET,BOWDOIN STREET,ARCADIA STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.046935690000000,247.820458540000004,75.535826835500004,0.000740752465205,"MULTILINESTRING ((-71.063040937999972 42.30141055200005, -71.063078878999988 42.301421599000037, -71.063120802999947 42.301442575000067, -71.063176579999947 42.301515940000058, -71.06346469999994 42.301998695000066))"
6969,PROSPECT STREET,5,0, , , , , ,0,5,L131401 NB,L,131401,NB,0,PROSPECT STREET,WILLIAMS AVENUE,MILTON AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,20.000000000000000,2.000000000000000,2,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0,0,0,2,0,0, ,1,1,0,0,28.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.094271860000000,497.755409499999985,151.716152247999986,0.001666364196278,"MULTILINESTRING ((-71.111574559999951 42.247885903000054, -71.111150064999947 42.248133175000078, -71.11060570099994 42.248475136000025, -71.110256235999941 42.248681584000053, -71.110148562999939 42.248747698000045))"
6970,QUINCY STREET,4,0, , , , , ,0,4,N1607 EB,N,1607,EB,47221,QUINCY STREET,BOWDOIN STREET,WARREN STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,8,2,0,0, ,1,1,0,0,41.000000000000000,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3870,2016,14,0.049872470000000,263.326661800000011,80.262127040199999,0.000929749894845,"MULTILINESTRING ((-71.069575362999956 42.311077076000061, -71.069190609999964 42.310911895000061, -71.069155274999957 42.310900272000026), (-71.069154911999988 42.310900152000045, -71.068982976999962 42.310843592000026, -71.06870171099996 42.310762072000045))"
6971,INGLESIDE STREET,5,0, , , , , ,0,5,L181146 EB,L,181146,EB,0,INGLESIDE STREET,DACIA STREET,BLUE HILL AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.076209960000000,402.388607200000024,122.648292769999998,0.001483253430694,"MULTILINESTRING ((-71.077971751999939 42.317385850000051, -71.077840934999983 42.317403669000043, -71.077715994999949 42.317399859000034, -71.077317951999987 42.317372454000065, -71.07649411899996 42.317297397000061))"
6972,NEW RUTHERFORD AVENUE,4,0, , , , , ,0,4,N1422 SB,N,1422,SB,52564,NEW RUTHERFORD AVENUE,NEW RUTHERFORD AVENUE,NEW RUTHERFORD AVENUE,1,3,09271,1,3,2,15,  69,2,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,10,1,30,0, ,1,1,0,0,40.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,32718,2016,6,0.052953290000000,279.593396960000007,85.220237834299994,0.000879100895224,"MULTILINESTRING ((-71.067796897999983 42.373874040000032, -71.067736447999948 42.373783839000055, -71.067602080999961 42.373626856000044, -71.067436231999977 42.373467418000075, -71.067163524999955 42.373274883000079))"
6973,HANCOCK STREET,4,0, , , , , ,0,4,N1608 NB,N,1608,NB,58696,HANCOCK STREET,COLUMBIA ROAD,DORCHESTER AVENUE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,40.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,10,2,25,0, ,1,1,0,0,60.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10317,2016,14,0.020281530000000,107.086504189999999,32.640031756600003,0.000394582735403,"MULTILINESTRING ((-71.060061225999959 42.310079978000033, -71.060130060999938 42.31007644500005, -71.060224465999966 42.310071600000072, -71.060454181999944 42.310097108000036))"
6974,BROAD STREET,4,0, , , , , ,0,4,N1564 NB,N,1564,NB,52792,BROAD STREET,STATE STREET,JOHN F FITZGERALD SURFACE ROAD,1,5,09271,1,4,2,0,  16,3,0,2,0,6,49.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,11,10,2,0,0, ,1,1,0,0,70.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10473,2016,14,0.011954770000000,63.121211240000001,19.239383664100000,0.000179752032949,"MULTILINESTRING ((-71.054132554999967 42.358197911000047, -71.054204201999937 42.358362767000074))"
6975,CURTIS STREET,5,0, , , , , ,0,5,N2316 EB,N,2316,EB,58215,CURTIS STREET,CHELSEA STREET,WILLIAM F MCCLELLAN HIGHWAY,1,6,09271,1,5,2,7,21-1,2,0,2,0,6,34.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,8,2,0,0, ,1,1,0,0,50.000000000000000,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3878,2016,14,0.042104380000000,222.311106029999991,67.760560637899999,0.000776606908112,"MULTILINESTRING ((-71.021947928999964 42.383615396000039, -71.022664068999973 42.383915832000071))"
6976,TACOMA STREET,5,0, , , , , ,0,5,L149237 EB,L,149237,EB,0,TACOMA STREET,BRADLEE STREET,WOOD AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,42.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,0,0, ,1,1,0,0,60.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.126460480000000,667.711354580000034,203.518827912999996,0.002358317878516,"MULTILINESTRING ((-71.115893681999978 42.267291916000033, -71.115394318999961 42.267466929000079, -71.114847250999958 42.267668788000037, -71.11367626699996 42.268094751000035))"
6977,WAINWRIGHT STREET,5,0, , , , , ,0,5,L138061 NB,L,138061,NB,0,WAINWRIGHT STREET,CENTRE STREET,WELLES AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,34.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,0,0, ,1,1,0,0,50.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.162762590000000,859.386492539999949,261.941526808999981,0.002472967151994,"MULTILINESTRING ((-71.066475992999983 42.28921792400007, -71.066592931999935 42.289460888000065, -71.066873663999957 42.290022947000068, -71.067218391999972 42.290757428000063, -71.06724765499996 42.290821598000036, -71.067446132999976 42.291256832000045, -71.06757835999997 42.291426136000041))"
6978,CENTRE STREET,4,0, , , , , ,0,4,N1638 NB,N,1638,NB,49987,CENTRE STREET,DEDHAM TOWN LINE,WEST ROXBURY CENTRE STREET ROTARY,1,5,09271,1,4,2,0,  55,3,0,2,0,6,29.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,5,5,2,30,30, ,1,1,0,0,47.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10105,2016,14,0.112081770000000,591.791767830000026,180.378491591000000,0.001640049224417,"MULTILINESTRING ((-71.160224888999949 42.274798919000034, -71.160190288999956 42.274998572000072, -71.160189538999987 42.275138409000078, -71.160189301999935 42.275182569000037, -71.160237642999959 42.27545389800008, -71.160247778999974 42.275510789000066, -71.160345657999983 42.275979237000058, -71.160431055999936 42.276268149000032, -71.160470300999975 42.276402743000062))"
6979,EAST BROADWAY,4,0, , , , , ,0,4,N1610 EB,N,1610,EB,45722,EAST BROADWAY,WILLIAM J DAY BOULEVARD,DORCHESTER STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,50.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,14,14,2,30,30, ,2,2,0,0,78.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10360,2016,14,0.108333690000000,572.001871069999993,174.346518995999986,0.002115275344310,"MULTILINESTRING ((-71.027186183999959 42.33576269100007, -71.026031555999964 42.335782694000045, -71.025071271999934 42.335801802000049))"
6980,SAINT PAUL STREET,4,0, , , , , ,0,4,N1519 NB,N,1519,NB,55687,SAINT PAUL STREET,COMMONWEALTH AVENUE,BROOKLINE TOWN LINE,1,5,09271,1,4,2,0,10-1,3,0,2,0,5,35.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,30,30, ,1,1,0,0,50.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,40435,2016,14,0.007704600000000,40.680267460000003,12.399370319599999,0.000113887314324,"MULTILINESTRING ((-71.115831412999967 42.350908034000042, -71.115797799999939 42.351016848000029))"
6981,CHURCH STREET,5,0, , , , , ,0,5,L109827 NB,L,109827,NB,0,CHURCH STREET,BROOKLINE TOWN LINE,WEST ROXBURY PARKWAY,1,0,09271,1,7,2,0, ,0,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,1,0,0, ,1,1,0,0,42.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.071655320000000,378.340094949999980,115.318291578000000,0.001183606464355,"MULTILINESTRING ((-71.147462204999954 42.290457568000079, -71.147563624999975 42.290534595000054, -71.14780425899994 42.290736774000038, -71.147993454999948 42.290887592000047, -71.148085053999978 42.290973403000066, -71.148176444999933 42.291098034000072, -71.148302193999939 42.291278482000052))"
6982,ORIENT AVENUE,5,0, , , , , ,0,5,L159905 EB,L,159905,EB,0,ORIENT AVENUE, , ,1,0,09271,1,7,2,0, ,0,0,2,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0, ,0,0,0,0,0.000000000000000,0,0,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.029174000000000,154.038731439999992,46.951099246399998,0.000569141402263,"MULTILINESTRING ((-70.999378546999935 42.389754269000036, -70.99908536199996 42.38973048500003, -70.998905846999946 42.389730832000055, -70.998810706999961 42.389738858000044))"
6983,BOYNTON STREET,5,0, , , , , ,0,5,L204955 NB,L,204955,NB,0,BOYNTON STREET,MCBRIDE STREET,SOUTH STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,1,0,0, ,1,1,0,0,36.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.023539260000000,124.287308139999993,37.882847286000001,0.000459160745261,"MULTILINESTRING ((-71.111854462999986 42.305404421000048, -71.11157508499997 42.305397130000074, -71.111507717999984 42.305395371000031, -71.111395670999968 42.30540287000008))"
6984,TREMONT STREET,4,0, , , , , ,0,4,N131 EB,N,131,EB,44583,TREMONT STREET,COURT STREET,HUNTINGTON AVENUE,1,3,09271,1,3,2,14,  62,2,0,4,0,6,40.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,14,14,1,25,25, ,1,1,0,0,99.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,15676,2016,14,0.022801090000000,120.389770069999997,36.694875307899999,0.000381862857283,"MULTILINESTRING ((-71.062267299999974 42.356257536000044, -71.06210292999998 42.356403479000051, -71.061981750999962 42.356511073000036))"
6985,WOOD AVENUE,4,0, , , , , ,0,4,N1623 NB,N,1623,NB,50238,WOOD AVENUE,RIVER STREET,CUMMINS HIGHWAY,1,5,09271,1,4,2,0,  54,3,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,25,25, ,1,1,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3970,2016,14,0.049572880000000,261.744812239999987,79.779978332200002,0.000725726506961,"MULTILINESTRING ((-71.110226917999967 42.270933685000045, -71.110382031999961 42.271642641000028))"
6986,GENEVA AVENUE,4,0, , , , , ,0,4,N1614 EB,N,1614,EB,47808,GENEVA AVENUE,PARK STREET,BLUE HILL AVENUE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,35.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,49.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10386,2016,14,0.026699740000000,140.974624669999997,42.969151539099997,0.000474361603165,"MULTILINESTRING ((-71.065516536999951 42.299909333000073, -71.065106786999934 42.299670327000058))"
6987,BOURNE STREET,5,0, , , , , ,0,5,L179271 EB,L,179271,EB,0,BOURNE STREET,WALK HILL STREET,CANTERBURY STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,20.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,0,2,0,0, ,1,1,0,0,30.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.031379990000000,165.686361699999992,50.501304048400002,0.000480841457725,"MULTILINESTRING ((-71.110563144999958 42.286950090000062, -71.110559277999982 42.287014555000042, -71.11056614499995 42.287090120000073, -71.110590452999986 42.287191575000065, -71.110681048999936 42.287309486000026, -71.110746417999962 42.287367442000061))"
6988,BROADWAY,4,0, , , , , ,0,4,N336 EB,N,336,EB,351123,BROADWAY,BOSTON CITY LINE,POWDER HOUSE SQUARE,1,3,09271,1,3,2,15,  71,2,0,3,0,6,30.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,10,2,30,0, ,1,1,0,0,100.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,13986,2016,14,0.017407620000000,91.912257659999995,28.014912165900000,0.000330095938498,"MULTILINESTRING ((-71.077637552999988 42.385837112000047, -71.077385709999987 42.385765696000078, -71.077319978999981 42.385747056000071))"
6989,CALUMET STREET,5,0, , , , , ,0,5,L114164 NB,L,114164,NB,0,CALUMET STREET,TREMONT STREET,PARKER HILL AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,32.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,46.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.120353540000000,635.466711779999969,193.690641133000014,0.001817976335187,"MULTILINESTRING ((-71.105605482999977 42.33240608300008, -71.105466479999961 42.332684697000047, -71.105401808999943 42.332816072000071, -71.105215122999937 42.333195314000079, -71.104969193999978 42.333685695000042, -71.104897717999961 42.333840292000048, -71.104878287999952 42.333882319000054, -71.104870056999971 42.333975201000044, -71.104863081999952 42.334053913000048))"
6990,GOLD STREET,5,0, , , , , ,0,5,L140230 NB,L,140230,NB,0,GOLD STREET,A STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,1,0,6,13.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,5,5,1,0,0, ,1,1,0,0,23.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.064468660000000,340.394547830000022,103.752465684000001,0.001130130333187,"MULTILINESTRING ((-71.056742870999983 42.340782894000029, -71.055794117999937 42.340168840000047))"
6991,NEW RUTHERFORD AVENUE,4,0, , , , , ,0,4,N1417 NB,N,1417,NB,44241,NEW RUTHERFORD AVENUE,NEW RUTHERFORD AVENUE,NEW RUTHERFORD AVENUE,1,5,09271,1,4,2,0,  69,3,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,10,1,25,0, ,1,1,0,0,40.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,783,2016,14,0.041064390000000,216.819976639999993,66.086861053999996,0.000650307044715,"MULTILINESTRING ((-71.067142405999959 42.373695717000032, -71.06726860699996 42.373828423000077, -71.067427708999958 42.374032710000051, -71.067463748999955 42.374096885000029, -71.067529675999936 42.374214278000068))"
6992,CENTRE STREET,4,0, , , , , ,0,4,N072 NB,N,072,NB,53733,CENTRE STREET,DEDHAM TOWN LINE,WEST ROXBURY CENTRE STREET ROTARY,1,3,09271,1,3,2,15,85-1,2,0,2,2,6,22.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,10.000000000000000,1,3,0,8,2,30,0, ,1,1,0,0,86.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,15881,2016,3,0.019388920000000,102.373488159999994,31.203501596700001,0.000372908857558,"MULTILINESTRING ((-71.148434878999979 42.287158924000039, -71.148238029999959 42.287117245000047, -71.148068759999944 42.287088485000027))"
6993,MANTHORNE ROAD,5,0, , , , , ,0,5,L203906 NB,L,203906,NB,0,MANTHORNE ROAD,VETERANS OF FOREIGN WARS PARKWAY,CENTRE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,0,0, ,1,1,0,0,38.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.159052220000000,839.795697160000032,255.970240436000012,0.002615013712019,"MULTILINESTRING ((-71.155113378999943 42.293774951000046, -71.155518996999945 42.294131226000047, -71.156385539999974 42.294990792000078, -71.15669662099998 42.295289239000056, -71.156846797999947 42.295433316000071, -71.156919638999966 42.295528494000052, -71.156929493999939 42.295623516000035))"
6994,NORTH STREET,5,0, , , , , ,0,5,L145354 EB,L,145354,EB,0,NORTH STREET,CALLAHAN TUNNEL,COMMERCIAL STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,34.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,1,0,0, ,1,1,0,0,50.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.092365540000000,487.690061700000001,148.648228101999990,0.001761950224556,"MULTILINESTRING ((-71.053825862999986 42.363303333000033, -71.05367808799997 42.363350859000036, -71.053464559999952 42.363399173000062, -71.053199326999959 42.36342591500005, -71.053009055999951 42.363444406000042, -71.05275530199998 42.363477604000025, -71.052591154999959 42.363495159000081, -71.052437925999982 42.363544737000041, -71.05230516599994 42.363578404000066, -71.052195390999941 42.363620706000063, -71.052120095999953 42.363675962000059))"
6995,ADAMS STREET,4,0, , , , , ,0,4,N1617 NB,N,1617,NB,47845,ADAMS STREET,GALLIVAN BOULEVARD,BOWDOIN STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,47.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,10,2,30,30, ,1,1,0,0,67.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10375,2016,14,0.049929300000000,263.626685189999989,80.353574352300001,0.000841065038927,"MULTILINESTRING ((-71.057465791999959 42.298759414000074, -71.057715811999969 42.29899277100003, -71.058105688999945 42.299304315000029))"
6996,ADAMS STREET,4,0, , , , , ,0,4,N1637 EB,N,1637,EB,56308,ADAMS STREET,WASHINGTON STREET,GALLIVAN BOULEVARD,1,5,09271,1,4,2,0,  55,3,0,2,0,6,30.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,30,30, ,1,1,0,0,46.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10223,2016,14,0.057231300000000,302.181266559999983,92.105034258600000,0.000864568407482,"MULTILINESTRING ((-71.059945481999989 42.277897647000032, -71.059734762999938 42.278344741000069, -71.059703161999948 42.278421706000074, -71.059580309999944 42.278681200000051))"
6997,HARVARD PARK,5,0, , , , , ,0,5,L158305 NB,L,158305,NB,0,HARVARD PARK,HARVARD STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,40.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.030662350000000,161.897196430000008,49.346364164299999,0.000475434992458,"MULTILINESTRING ((-71.07437004999997 42.298667417000047, -71.074405430999946 42.298723794000068, -71.074622778999981 42.299070116000053))"
6998,PUTNAM STREET,5,0, , , , , ,0,5,L187055 NB,L,187055,NB,0,PUTNAM STREET,CONDOR STREET,BREMEN STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,33.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,1,0,0, ,1,1,0,0,49.000000000000000,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.089542140000000,472.782481249999989,144.104388492999988,0.001326434228046,"MULTILINESTRING ((-71.033194252999976 42.380102995000072, -71.033419945999981 42.380444629000067, -71.033423397999968 42.380521999000052, -71.033413784999937 42.381361479000077))"
6999,ALBANY STREET,4,0, , , , , ,0,4,N1599 NB,N,1599,NB,45678,ALBANY STREET,KNEELAND STREET,EUSTIS STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,54.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,13,13,2,0,0, ,2,2,0,0,80.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10501,2016,14,0.047854050000000,252.669379770000006,77.013780982699998,0.000826820376852,"MULTILINESTRING ((-71.068350689999988 42.337172090000081, -71.068795910999938 42.336852702000044, -71.069022518999986 42.336690138000051))"
7000,MILK STREET,5,0, , , , , ,0,5,L157930 EB,L,157930,EB,0,MILK STREET,WASHINGTON STREET,CENTRAL WHARF,1,0,09271,1,7,2,0, ,0,0,2,0,6,45.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,60.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.040205420000000,212.284623019999998,64.704482506700003,0.000775722540430,"MULTILINESTRING ((-71.051582480999969 42.358762119000062, -71.051507203999961 42.358775535000063, -71.050818791999973 42.358898224000029))"
