OID_,STREETNAME,CLASS,ADMIN_TYPE,RT_NUMBER,ALTRTNUM1,ALTRTNUM2,ALTRTNUM3,ALTRTNUM4,ALTRT1TYPE,RDTYPE,ROUTE_ID,ROUTE_SYST,ROUTE_NUMB,ROUTE_DIRE,RD_SEG_ID,STREET_NAM,FM_ST_NAME,TO_ST_NAME,FACILITY,F_CLASS,URBAN_AREA,URBAN_TYPE,F_F_CLASS,JURISDICTN,NHS,FD_AID_RTE,FD_AID_RD,CONTROL,NUM_LANES,OPP_LANES,SURFACE_TP,SURFACE_WD,SHLDR_RT_W,SHLDR_RT_T,SHLDR_LT_W,SHLDR_LT_T,SHLDR_UL_W,SHLDR_UL_T,MED_WIDTH,MED_TYPE,CURB,LT_SIDEWLK,RT_SIDEWLK,OPERATION,SPEED_LIM,OP_DIR_SL,TRUCK,T_EXC_TYPE,T_EXC_TIME,TRK_NETWRK,TRUCK_RTE,ROW_WIDTH,STRUCT_CND,TERRAIN,TOLL_ROAD,MHS,MGIS_TOWN,CITY,COUNTY,HWY_DIST,MPO,RPA,RTA,MILE_COUNT,AADT,AADT_YEAR,AADT_DERIV,LENGTH_MI,LENGTH_FT,SHAPE_Leng,Shape_Length,shape_wkt
1,CRESTHILL ROAD,5,0, , , , , ,0,5,L175480 EB,L,175480,EB,0,CRESTHILL ROAD,DEAD END,PARSONS STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,22.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,5,5,1,0,0, ,1,1,0,0,32.000000000000000,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.020551840000000,108.513720870000000,33.075048272099998,0.000393444501656,"MULTILINESTRING ((-71.158462550999957 42.355951832000073, -71.158079148999946 42.356040158000042))"
2,ROCKVALE CIRCLE,5,0, , , , , ,0,5,L192855 EB,L,192855,EB,0,ROCKVALE CIRCLE,WASHINGTON STREET,CUL_DE_SAC,1,0,09271,1,7,2,0, ,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0, ,0,0,0,0,0.000000000000000,0,0,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.003647500000000,19.258804999999999,5.870095505220000,0.000064941598769,"MULTILINESTRING ((-71.104756153999972 42.306968744000073, -71.104699828999969 42.306936419000067))"
3,ALLSTON STREET,5,0, , , , , ,0,5,N2526 NB,N,2526,NB,55912,ALLSTON STREET,BRIGHTON AVENUE,WASHINGTON STREET,1,6,09271,1,5,2,0,   4,3,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,6,2,0,0, ,1,1,0,0,35.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3936,2016,14,0.007610870000000,40.185386200000003,12.248530210300000,0.000117235209221,"MULTILINESTRING ((-71.137775700999953 42.348337367000056, -71.137716341999976 42.348438464000026))"
4,ROXBURY STREET,4,0, , , , , ,0,4,N1594 WB,N,1594,WB,53344,ROXBURY STREET,MALCOLM X BOULEVARD,ELMWOOD STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,40.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,0,10,2,25,0, ,1,1,0,0,60.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10525,2016,14,0.021365060000000,112.807495209999999,34.383793307399998,0.000411828008596,"MULTILINESTRING ((-71.091035958999953 42.330110995000041, -71.091441127999985 42.330037236000067))"
5,LONGWOOD AVENUE,4,0, , , , , ,0,4,N1524 EB,N,1524,EB,45539,LONGWOOD AVENUE,BROOKLINE TOWN LINE,SAINT ALPHONSUS STREET,1,5,09271,1,4,2,0,10-1,3,0,2,0,6,35.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,12,12,2,30,30, ,1,1,0,0,59.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,16533,2016,14,0.065817680000000,347.517336960000023,105.923496151999998,0.001166167668704,"MULTILINESTRING ((-71.108283803999939 42.339515637000034, -71.108250834999978 42.339495938000027, -71.107831213999987 42.339245220000066, -71.107282717999965 42.338917495000032))"
6,FOSTER STREET,5,0, , , , , ,0,5,N2519 NB,N,2519,NB,45457,FOSTER STREET,COMMONWEALTH AVENUE,SURREY STREET,1,6,09271,1,5,2,0,   4,3,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,40.000000000000000,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3960,2016,14,0.033080420000000,174.664596149999994,53.237875383199999,0.000504777203256,"MULTILINESTRING ((-71.159275566999952 42.340890176000073, -71.159173371999941 42.341065431000061, -71.159039940999946 42.341336247000072))"
7,HARVARD STREET,4,0, , , , , ,0,4,N1623 NB,N,1623,NB,57185,HARVARD STREET,CUMMINS HIGHWAY,BLUE HILL AVENUE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,3,3,2,0,0, ,1,1,0,0,32.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3970,2016,14,0.201379620000000,1063.284402920000048,324.089734190999991,0.003207828938274,
8,DUNCKLEE STREET,5,0, , , , , ,0,5,L180660 EB,L,180660,EB,0,DUNCKLEE STREET,HARRIET STREET,MADELINE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,0,0, ,1,1,0,0,36.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.088471920000000,467.131735079999999,142.382037615999991,0.001521549375933,"MULTILINESTRING ((-71.157182979999959 42.353384456000072, -71.15718876699998 42.353681005000055, -71.157158319999951 42.353769817000057, -71.157083793999959 42.353838806000056, -71.156729348999988 42.353975604000027, -71.156127380999976 42.354219697000076))"
9,WASHINGTON STREET,4,0, , , , , ,0,4,N1518 EB,N,1518,EB,57524,WASHINGTON STREET,NEWTON CITY LINE,BROOKLINE TOWN LINE,1,5,09271,1,4,2,0,10-1,3,0,2,0,5,36.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,10,10,2,30,30, ,1,1,0,0,36.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10661,2016,14,0.048162250000000,254.296656420000005,77.509775896099995,0.000785095910943,"MULTILINESTRING ((-71.146095892999938 42.345986168000024, -71.145862269999952 42.345754533000047, -71.145660663999934 42.345522649000031, -71.145559823999974 42.345413181000026))"
10,BELLFLOWER STREET,5,0, , , , , ,0,5,L146572 EB,L,146572,EB,0,BELLFLOWER STREET,DORCHESTER AVENUE,BOSTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.138416180000000,730.837451709999982,222.759700801999998,0.002626550564907,"MULTILINESTRING ((-71.059373023999967 42.324800038000035, -71.056842718999974 42.324095535000026))"
11,DUSTIN STREET,5,0, , , , , ,0,5,L200969 NB,L,200969,NB,0,DUSTIN STREET,NORTH BEACON STREET,CAMBRIDGE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.033768890000000,178.299714669999986,54.345861722400002,0.000561854120057,"MULTILINESTRING ((-71.145620815999962 42.350800031000063, -71.145892405999973 42.351043257000072, -71.146032537999986 42.351182107000056))"
12,ADAMS STREET,4,0, , , , , ,0,4,N1637 EB,N,1637,EB,56958,ADAMS STREET,WASHINGTON STREET,GALLIVAN BOULEVARD,1,5,09271,1,4,2,0,  55,3,0,2,0,6,30.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,30,30, ,1,1,0,0,46.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10223,2016,14,0.116041520000000,612.699222549999945,186.751096534999988,0.002166469694280,"MULTILINESTRING ((-71.066126724999947 42.272511578000035, -71.065483804999985 42.27274071800008, -71.064817515999948 42.27296902900008, -71.064246123999965 42.27317899500008, -71.064086411999938 42.273239724000064))"
13,BEACON STREET,4,0, , , , , ,0,4,N075 NB,N,075,NB,53578,BEACON STREET,NEWTON CITY LINE,BROOKLINE TOWN LINE,1,3,09271,1,3,2,15,  54,2,0,2,0,6,24.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,30,30, ,1,1,0,0,60.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23434,2016,14,0.034261750000000,180.902036320000008,55.139050949700000,0.000665419407595,"MULTILINESTRING ((-71.164776031999963 42.333746795000025, -71.165190100999951 42.333690595000064, -71.165436969999973 42.333672193000041))"
14,WARREN AVENUE,5,0, , , , , ,0,5,L124419 NB,L,124419,NB,0,WARREN AVENUE,DEAD END,PROSPECT STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,40.000000000000000,2,3,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.105190300000000,555.404809359999945,169.287724469000011,0.001737605625777,"MULTILINESTRING ((-71.113810175999959 42.249577024000075, -71.114245531999984 42.249971247000076, -71.114336920999961 42.250063185000045, -71.115056461999984 42.250787057000025))"
15,PREBLE STREET,4,0, , , , , ,0,4,N123 EB,N,123,EB,46115,PREBLE STREET,DORCHESTER AVENUE,OLD COLONY AVENUE,1,3,09271,1,3,2,15,  58,2,0,2,0,6,40.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,25,25, ,1,1,0,0,69.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,8478,2016,14,0.032479650000000,171.492541509999995,52.271031193600002,0.000629289885055,"MULTILINESTRING ((-71.056330061999972 42.32940448100004, -71.055887719999987 42.32934255300006, -71.055706849999979 42.329317231000061))"
16,DORCHESTER AVENUE,4,0, , , , , ,0,4,N113 NB,N,113,NB,45853,DORCHESTER AVENUE,ADIRONDACK PLACE,SUMMER STREET,1,3,09271,1,3,2,15,92-1,2,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,30,30, ,1,1,0,0,57.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,11038,2016,14,0.096387480000000,508.925915190000012,155.120929192999995,0.001396838711462,"MULTILINESTRING ((-71.057020402999967 42.333632470000055, -71.057022752999956 42.333698362000064, -71.057057807999968 42.334680895000076, -71.057053665999945 42.335028617000035))"
17,LAGRANGE STREET,4,0, , , , , ,0,4,N1584 NB,N,1584,NB,49756,LAGRANGE STREET,WASHINGTON STREET, ,1,5,09271,1,4,2,0,  54,3,0,2,0,6,34.000000000000000,1.000000000000000,3,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,5,5,2,30,30, ,1,1,0,0,50.000000000000000,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10242,2016,14,0.041679890000000,220.069834780000008,67.077419795099999,0.000703748227344,"MULTILINESTRING ((-71.154743559999986 42.278372527000045, -71.155085024999948 42.27866502300003, -71.155283055999973 42.278824297000028))"
18,WILCOCK STREET,5,0, , , , , ,0,5,L208349 EB,L,208349,EB,0,WILCOCK STREET,BLUE HILL AVENUE,MORTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,41.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.153154270000000,808.654538109999976,246.478396172000004,0.002952396372495,"MULTILINESTRING ((-71.093662932999962 42.287118884000051, -71.093505352999955 42.287111572000072, -71.093171520999988 42.287054684000054, -71.092827102999934 42.286998467000046, -71.092124938999973 42.286883853000063, -71.090755605999959 42.286614516000043))"
19,MYSTIC STREET,5,0, , , , , ,0,5,L159756 NB,L,159756,NB,0,MYSTIC STREET,WASHINGTON STREET,WASHINGTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,16.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0,0,0,2,0,0, ,1,1,0,0,16.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.119132300000000,629.018547679999983,191.725236784000003,0.002040178286346,"MULTILINESTRING ((-71.071826018999957 42.340055641000049, -71.071388012999932 42.339680930000043, -71.071083642999952 42.339863797000078, -71.070647967999946 42.340159088000064, -71.071088929999974 42.340539483000043))"
20,CHESTNUT STREET,5,0, , , , , ,0,5,L146253 EB,L,146253,EB,0,CHESTNUT STREET,WALNUT STREET,EMBANKMENT ROAD,1,0,09271,1,7,2,0, ,0,0,2,0,6,27.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,10,10,1,0,0, ,1,1,0,0,47.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.047893510000000,252.877742039999987,77.077289927699994,0.000916537667013,"MULTILINESTRING ((-71.070349245999978 42.35691429700006, -71.070176826999955 42.356955539000069, -71.06987724399994 42.357022911000058, -71.069456558999946 42.357121967000069))"
21,HEATH STREET,4,0, , , , , ,0,4,N1595 EB,N,1595,EB,57931,HEATH STREET,COLUMBUS AVENUE,SOUTH HUNTINGTON AVENUE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,40.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,0,0, ,1,1,0,0,50.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10667,2016,14,0.010874680000000,57.418289680000001,17.501129696000000,0.000186272171130,"MULTILINESTRING ((-71.110015063999981 42.328487428000074, -71.109866849999946 42.328374601000064))"
22,PINEWOOD STREET,5,0, , , , , ,0,5,L187888 EB,L,187888,EB,0,PINEWOOD STREET,TAUNTON AVENUE,BIRCHCROFT ROAD,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,40.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.078749120000000,415.795350880000001,126.734676418000006,0.001421741563939,"MULTILINESTRING ((-71.109862949999979 42.267200124000055, -71.109314644999984 42.267385635000039, -71.108944173999987 42.267510980000054, -71.10884746399995 42.267560167000056, -71.108609382999987 42.267807502000039))"
23,WOODMONT STREET,5,0, , , , , ,0,5,L209811 EB,L,209811,EB,0,WOODMONT STREET,BROOKS STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,5,24.000000000000000,4.000000000000000,3,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,1,6,0,2,0,0, ,1,1,0,0,34.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.053235060000000,281.081126340000026,85.673698655400003,0.000918954273259,"MULTILINESTRING ((-71.163011348999987 42.357057409000049, -71.162492672999974 42.356753304000051, -71.162361308999948 42.356652155000063, -71.162275147999935 42.356527046000053))"
24,DANUBE STREET,5,0, , , , , ,0,5,L111255 NB,L,111255,NB,0,DANUBE STREET,DEWEY STREET,BROOKFORD STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,40.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.124264140000000,656.114658770000005,199.984147960999991,0.001868988809677,"MULTILINESTRING ((-71.075873268999942 42.316603568000062, -71.075733412999966 42.316910839000059, -71.075685685999986 42.317004954000026, -71.075410714999975 42.317547172000047, -71.075395133999962 42.317587533000051, -71.07526603499997 42.317921950000027, -71.075131846999966 42.318315895000069))"
25,BORDER STREET,5,0, , , , , ,0,5,L207024 NB,L,207024,NB,0,BORDER STREET,SUMNER STREET,CONDOR STREET,1,0,09271,1,7,2,0, ,0,0,2,0,2,34.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,0,0, ,1,1,0,0,50.000000000000000,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.503242980000000,2657.122941369999808,809.892692315999966,0.007331591513252,
26,LAGRANGE STREET,4,0, , , , , ,0,4,N1584 NB,N,1584,NB,51874,LAGRANGE STREET,WASHINGTON STREET, ,1,5,09271,1,4,2,0,  54,3,0,2,0,6,34.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,30,30, ,1,1,0,0,50.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10242,2016,14,0.071584610000000,377.966716949999977,115.204485735000006,0.001096732830206,"MULTILINESTRING ((-71.172307850999971 42.297493433000056, -71.172117263999951 42.297851879000063, -71.171775923999974 42.298452419000057))"
27,WASHINGTON STREET,4,0, , , , , ,0,4,N112 NB,N,112,NB,57346,WASHINGTON STREET,HYDE PARK AVENUE,DEVONSHIRE PLACE,1,3,09271,1,3,2,14,  54,2,0,2,0,6,28.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,10,10,2,30,30, ,1,1,0,0,65.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23074,2016,14,0.012202150000000,64.427344320000003,19.637493823900002,0.000198792057790,"MULTILINESTRING ((-71.101702821999936 42.31232835000003, -71.101567188999979 42.312473684000054))"
28,SARATOGA STREET,4,0, , , , , ,0,4,N1437 EB,N,1437,EB,56196,SARATOGA STREET,MERIDIAN STREET,BENNINGTON STREET,1,5,09271,1,4,2,0,  69,3,0,2,0,6,35.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,30,30, ,1,1,0,0,51.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,6683,2016,14,0.018030020000000,95.198529750000006,29.016569900800000,0.000335477887440,"MULTILINESTRING ((-71.02503934899994 42.380828111000028, -71.024725687999933 42.380947116000073))"
29,NORFOLK STREET,4,0, , , , , ,0,4,N1621 NB,N,1621,NB,54783,NORFOLK STREET,BLUE HILL AVENUE,TALBOT AVENUE,1,5,09271,1,4,2,0,  54,3,0,2,0,6,44.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,0,0, ,1,1,0,0,60.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.011110620000000,58.664074640000003,17.880845712900001,0.000216514662251,"MULTILINESTRING ((-71.093401435999965 42.276120186000071, -71.093617638999945 42.276108573000045))"
30,CHAUNCY STREET,5,0, , , , , ,0,5,N2559 NB,N,2559,NB,55888,CHAUNCY STREET,SUMMER STREET,ESSEX STREET,1,6,09271,1,5,2,0,   4,3,0,2,0,6,34.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,1,0,0, ,1,1,0,0,50.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3826,2016,14,0.086670590000000,457.620715459999985,139.483073037999986,0.001483851747950,"MULTILINESTRING ((-71.06029597099996 42.353608709000071, -71.059793491999983 42.354095961000041, -71.059771593999983 42.354117194000025, -71.059553057999949 42.354334810000069, -71.059450321999975 42.354396502000043, -71.059341576999941 42.354430579000052, -71.059208070999944 42.354457659000047, -71.059133606999978 42.354466569000067))"
31,CAMBRIDGE STREET,4,0, , , , , ,0,4,N081 EB,N,081,EB,51044,CAMBRIDGE STREET,WASHINGTON STREET,SOLDIERS FIELD FRONTAGE ROAD WB,1,3,09271,1,3,2,15, 104,2,0,3,3,6,30.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,8.000000000000000,1,3,6,6,2,35,0, ,1,1,0,0,65.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,41643,2016,14,0.044129270000000,233.002562439999991,71.019323071599999,0.000835384882280,"MULTILINESTRING ((-71.132154417999971 42.355797751000068, -71.131352832999937 42.356032973000026))"
32,CHELSEA STREET,4,0, , , , , ,0,4,N1433 NB,N,1433,NB,44096,CHELSEA STREET,MAVERICK STREET,CURTIS STREET,1,5,09271,1,4,2,0,  69,3,0,2,0,6,50.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,10,10,2,0,0, ,1,1,0,0,70.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10695,2016,14,0.067119300000000,354.389907760000028,108.018259921999999,0.001132507639409,"MULTILINESTRING ((-71.028501348999953 42.378744847000064, -71.028397305999988 42.378832782000075, -71.027742098999965 42.379386546000035, -71.027636389999941 42.379475887000069))"
33,BOYLSTON STREET,5,0, , , , , ,0,5,N3090 NB,N,3090,NB,57660,BOYLSTON STREET,WASHINGTON STREET,CENTRE STREET,1,6,09271,1,5,2,0,  47,3,0,2,0,6,22.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,6,6,2,0,0, ,1,1,0,0,34.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3999,2016,14,0.030987740000000,163.615272169999997,49.870034697599998,0.000564599817115,"MULTILINESTRING ((-71.107136276999938 42.31749456700004, -71.107492325999942 42.317664593000075, -71.107647045999954 42.317735122000045))"
34,BOYLSTON STREET,4,0, , , , , ,0,4,N150 NB,N,150,NB,45267,BOYLSTON STREET,BROOKLINE AVENUE,BOYLSTON STREET,1,2,09271,1,3,2,14,  54,2,0,4,0,6,50.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,30,30, ,1,1,0,0,110.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,34425,2016,14,0.138450610000000,731.019218300000034,222.815103367999995,0.002634784492265,"MULTILINESTRING ((-71.095326169999964 42.34523103600003, -71.095654645999957 42.345135974000073, -71.096999603999961 42.344790710000041, -71.097873559999982 42.344558566000046))"
35,CUMMINGTON MALL,5,0, , , , , ,0,5,L115043 NB,L,115043,NB,0,CUMMINGTON MALL,COMMONWEALTH AVENUE,BLANDFORD STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,34.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,8,8,2,0,0, ,1,1,0,0,50.000000000000000,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.056348880000000,297.522091110000019,90.684914739299998,0.000829190903128,"MULTILINESTRING ((-71.105176636999943 42.349106175000031, -71.105142825999962 42.349244556000031, -71.105024483999955 42.349728894000066, -71.10496283599997 42.349906661000034))"
36,GUERNSEY STREET,5,0, , , , , ,0,5,L152288 NB,L,152288,NB,0,GUERNSEY STREET,COLBERT STREET,CENTRE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,1,0,0, ,1,1,0,0,41.000000000000000,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.137986890000000,728.570769509999991,222.068814682999999,0.002335560886759,"MULTILINESTRING ((-71.143034772999954 42.287927186000047, -71.142949691999945 42.288031582000031, -71.142877199999987 42.28811969800006, -71.142283874999976 42.288579258000027, -71.141806495999958 42.288937328000031, -71.141654459999984 42.289087092000045, -71.14163954299994 42.289146126000048, -71.141660987999956 42.28917320000005, -71.142026112999986 42.28940166700005))"
37,PARKER STREET,5,0, , , , , ,0,5,N3183 SB,N,3183,SB,58487,PARKER STREET,HUNTINGTON AVENUE,BICKFORD STREET,1,6,09271,1,5,2,0,83-1,3,0,2,0,6,42.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,56.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3953,2016,14,0.054762320000000,289.145041909999975,88.131585037099995,0.000872712666143,"MULTILINESTRING ((-71.099621886999955 42.327091671000062, -71.099679742999967 42.326846542000055, -71.099744646999966 42.326715664000062, -71.099846714999956 42.326612485000055, -71.099898106999945 42.326574647000029, -71.099964612999941 42.326525679000042, -71.10002732099997 42.326480233000041, -71.100080849999983 42.326441439000064, -71.100112968999952 42.326418162000039))"
38,AYLES ROAD,5,0, , , , , ,0,5,L128346 NB,L,128346,NB,0,AYLES ROAD,SAFFORD STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,6,26.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,7,7,2,0,0, ,1,1,0,0,40.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.251077700000000,1325.690267819999917,404.071201773999974,0.003913152188841,"MULTILINESTRING ((-71.111192312999947 42.263591201000054, -71.111853885999949 42.264539713000033, -71.112534239999945 42.265517718000069, -71.112718691999987 42.265799122000033, -71.113275611999939 42.266649536000045, -71.113311419999945 42.266774682000062, -71.113314381999942 42.266856784000026))"
39,BOSTON STREET,4,0, , , , , ,0,4,N1610 EB,N,1610,EB,58492,BOSTON STREET,COLUMBIA ROAD,AL ZWIERCAN WAY,1,5,09271,1,4,2,0,  54,3,0,2,0,6,41.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,3,11,11,2,30,30, ,1,1,0,0,63.000000000000000,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,9930,2016,14,0.029692970000000,156.778864749999997,47.786293549699998,0.000447351847332,"MULTILINESTRING ((-71.05885030099995 42.325968897000052, -71.058827591999943 42.326019576000078, -71.058667360999948 42.326377133000051))"
